,account_length_norm,number_vmail_messages_norm,total_day_minutes_norm,total_day_calls_norm,total_day_charge_norm,total_eve_minutes_norm,total_eve_calls_norm,total_eve_charge_norm,total_night_minutes_norm,total_night_calls_norm,total_night_charge_norm,total_intl_minutes_norm,total_intl_calls_norm,total_intl_charge_norm,number_customer_service_calls_norm,international_plan_label,voice_mail_plan_label,churn_label
82,0.49173553719008267,0.0,0.6034139402560456,0.793939393939394,0.603413654618474,0.5827998886724185,0.611764705882353,0.5828421741977735,0.4232911392405063,0.5485714285714286,0.42318514350028136,0.265,0.25,0.2648148148148148,0.1111111111111111,0,0,1
83,0.3140495867768595,0.0,0.7163584637268848,0.43636363636363634,0.7163654618473896,0.5725020873921514,0.7411764705882353,0.5723641126391618,0.6967088607594937,0.6228571428571429,0.6966797974113675,0.49000000000000005,0.35000000000000003,0.4907407407407407,0.2222222222222222,0,0,1
85,0.44214876033057854,0.0,0.5072546230440967,0.8303030303030303,0.5071954484605087,0.5260228221541886,0.44705882352941173,0.5261951538965292,0.3268354430379747,0.5828571428571429,0.3269555430500844,0.73,0.25,0.7296296296296296,0.0,0,0,0
86,0.38842975206611574,0.0,0.38406827880512096,0.6,0.38403614457831325,0.5109935986640689,0.6235294117647059,0.5111329404060249,0.6210126582278481,0.5828571428571429,0.6212718064153067,0.625,0.45,0.6259259259259259,0.1111111111111111,0,0,0
87,0.5,0.0,0.4850640113798009,0.5696969696969697,0.48510709504685406,0.4834400222655162,0.6411764705882352,0.4833005893909627,0.6293670886075949,0.42857142857142855,0.6297129994372538,0.5650000000000001,0.1,0.5648148148148148,0.1111111111111111,0,0,0
89,0.14462809917355374,0.5576923076923077,0.8005689900426742,0.6181818181818182,0.8005354752342705,0.5627609240189256,0.44705882352941173,0.5628683693516701,0.4739240506329114,0.6457142857142857,0.473832301631964,0.45,0.30000000000000004,0.45,0.2222222222222222,0,1,0
90,0.38016528925619836,0.40384615384615385,0.3354196301564723,0.793939393939394,0.3353413654618474,0.45783467854160864,0.6764705882352942,0.45776031434184683,0.549367088607595,0.49142857142857144,0.5492402926280248,0.49000000000000005,0.15000000000000002,0.4907407407407407,0.1111111111111111,0,1,0
91,0.6446280991735538,0.0,0.6537695590327169,0.5454545454545454,0.6537817938420348,0.4116337322571667,0.711764705882353,0.41159135559921417,0.6111392405063292,0.6171428571428571,0.6111423747889702,0.48,0.35000000000000003,0.4796296296296296,0.3333333333333333,0,0,0
92,0.49173553719008267,0.0,0.4694167852062589,0.6060606060606061,0.46937751004016065,0.8828277205677706,0.48823529411764705,0.8827766863130322,0.3017721518987342,0.49142857142857144,0.30163196398424313,0.41500000000000004,0.4,0.41481481481481486,0.1111111111111111,0,0,0
94,0.5123966942148761,0.0,0.36045519203413945,0.6545454545454545,0.3604417670682731,0.5733370442527136,0.5294117647058824,0.5733464309102817,0.6273417721518988,0.6514285714285715,0.6274620146314013,0.665,0.35000000000000003,0.6648148148148147,0.1111111111111111,0,0,0
95,0.25619834710743805,0.0,0.16756756756756758,0.7575757575757576,0.1675033467202142,0.4720289451711661,0.34705882352941175,0.47216764898493785,0.5351898734177215,0.5028571428571429,0.5351716375914463,0.47000000000000003,0.15000000000000002,0.4703703703703703,0.1111111111111111,0,0,0
98,0.30165289256198347,0.0,0.8036984352773827,0.6909090909090909,0.803714859437751,0.6120233787920957,0.2823529411764706,0.6119842829076622,0.43037974683544306,0.6571428571428571,0.43050084411930223,0.47000000000000003,0.2,0.4703703703703703,0.1111111111111111,0,0,1
99,0.1859504132231405,0.0,0.5980085348506401,0.5575757575757576,0.5978915662650602,0.6326189813526301,0.45294117647058824,0.6326129666011788,0.5065822784810127,0.6628571428571428,0.5064715813168261,0.655,0.35000000000000003,0.6555555555555556,0.1111111111111111,0,0,0
100,0.1652892561983471,0.42307692307692313,0.6082503556187767,0.6181818181818182,0.6082663989290495,0.3946562760924019,0.5058823529411764,0.39456450556647027,0.36,0.7028571428571428,0.3601575689364097,0.36000000000000004,0.15000000000000002,0.3592592592592592,0.0,0,1,0
101,0.49586776859504134,0.0,0.5425320056899005,0.6242424242424243,0.5425033467202142,0.5107152797105482,0.6882352941176471,0.5108055009823183,0.5589873417721519,0.5885714285714285,0.5593697242543613,0.49000000000000005,0.2,0.4907407407407407,0.3333333333333333,0,0,0
102,0.7933884297520661,0.0,0.4862019914651494,0.7515151515151515,0.4861111111111111,0.36821597550793206,0.5588235294117647,0.3683693516699411,0.28582278481012663,0.5085714285714286,0.2858750703432752,0.58,0.15000000000000002,0.5796296296296296,0.1111111111111111,0,0,0
103,0.5330578512396694,0.0,0.4386913229018492,0.7212121212121212,0.4385876840696118,0.30670748677984966,0.5764705882352941,0.30681074001309755,0.5756962025316456,0.6685714285714286,0.5756893640967924,0.45999999999999996,0.25,0.45925925925925926,0.2222222222222222,0,0,0
104,0.34710743801652894,0.0,0.572972972972973,0.3151515151515151,0.5729585006693441,0.6384636793765655,0.611764705882353,0.6385068762278979,0.6392405063291139,0.6057142857142858,0.6392796848621272,0.6000000000000001,0.15000000000000002,0.6,0.1111111111111111,0,0,0
107,0.3760330578512397,0.0,0.2608819345661451,0.5454545454545454,0.2608768406961178,0.5391038129696631,0.7235294117647059,0.5389652914210872,0.44303797468354433,0.49142857142857144,0.4434440067529544,0.45999999999999996,0.2,0.45925925925925926,0.2222222222222222,0,0,0
108,0.3677685950413223,0.0,0.4139402560455192,0.5575757575757576,0.4139892904953146,0.6059003618146395,0.6705882352941176,0.6057629338572365,0.3718987341772152,0.7028571428571428,0.37197523916713565,0.545,0.1,0.5444444444444444,0.3333333333333333,0,0,0
109,0.3057851239669422,0.0,0.4731152204836416,0.7575757575757576,0.47305890227576974,0.4403005844698023,0.5058823529411764,0.4404060248853962,0.649873417721519,0.45714285714285713,0.6499718626899269,0.305,0.25,0.3055555555555555,0.1111111111111111,0,0,0
110,0.31818181818181823,0.0,0.6571834992887625,0.696969696969697,0.657128514056225,0.6412468689117728,0.8235294117647058,0.6411263916175507,0.6617721518987342,0.6857142857142857,0.6617895329206528,0.47500000000000003,0.15000000000000002,0.47592592592592586,0.1111111111111111,0,0,0
112,0.6694214876033058,0.0,0.5604551920341394,0.6606060606060606,0.5604082998661313,0.5638741998330086,0.7529411764705882,0.5638506876227898,0.5225316455696203,0.45714285714285713,0.5227912211592571,0.455,0.5,0.45555555555555555,0.1111111111111111,0,0,0
113,0.37190082644628103,0.0,0.36955903271692747,0.6787878787878788,0.36947791164658633,0.4823267464514333,0.48823529411764705,0.4823182711198429,0.6258227848101265,0.7428571428571429,0.6257737760270118,0.5599999999999999,0.15000000000000002,0.5592592592592592,0.3333333333333333,1,0,0
114,0.5206611570247934,0.6923076923076923,0.5211948790896159,0.7090909090909091,0.5210843373493976,0.35290843306429165,0.44705882352941173,0.3529796987557302,0.6665822784810127,0.4057142857142857,0.666854248733821,0.5599999999999999,0.4,0.5592592592592592,0.1111111111111111,0,1,0
115,0.4628099173553719,0.44230769230769235,0.5832147937411095,0.6121212121212121,0.5831659973226239,0.4230448093515168,0.3529411764705882,0.4230517354289457,0.40151898734177216,0.33714285714285713,0.40180078784468204,0.51,0.25,0.5092592592592592,0.2222222222222222,0,1,0
116,0.4504132231404959,0.0,0.42247510668563304,0.696969696969697,0.4225234270414993,0.7692735875313107,0.49411764705882355,0.769155206286837,0.490126582278481,0.64,0.4901519414743951,0.6200000000000001,0.15000000000000002,0.6203703703703703,0.1111111111111111,0,0,0
117,0.49173553719008267,0.75,0.5698435277382646,0.4121212121212121,0.5697791164658634,0.6134149735596993,0.5705882352941176,0.6132940406024886,0.6425316455696203,0.6628571428571428,0.642656162070906,0.525,0.2,0.5259259259259259,0.0,0,1,0
118,0.6446280991735538,0.5384615384615385,0.5479374110953058,0.6484848484848484,0.5478580990629184,0.5441135541330364,0.43529411764705883,0.544204322200393,0.27772151898734176,0.7942857142857143,0.27799662352279125,0.34,0.25,0.34074074074074073,0.3333333333333333,0,1,0
120,0.4793388429752066,0.0,0.47539118065433855,0.5212121212121212,0.47540160642570284,0.49401614249930415,0.5117647058823529,0.49410609037328096,0.6313924050632912,0.7542857142857143,0.6314012380416433,0.7050000000000001,0.35000000000000003,0.7055555555555555,0.2222222222222222,1,0,1
121,0.49586776859504134,0.0,0.5163584637268848,0.7333333333333333,0.5163989290495314,0.6078485944892846,0.5764705882352941,0.6077275703994761,0.4091139240506329,0.5885714285714285,0.40911648846370285,0.42500000000000004,0.25,0.4259259259259259,0.1111111111111111,0,0,0
123,0.4628099173553719,0.0,0.5513513513513514,0.6,0.551372155287818,0.6161981630949067,0.7352941176470588,0.6162409954158481,0.43620253164556966,0.38285714285714284,0.4361283061339336,0.53,0.30000000000000004,0.5296296296296296,0.1111111111111111,0,0,0
124,0.4793388429752066,0.0,0.29246088193456615,0.7212121212121212,0.2925033467202142,0.5752852769273586,0.5352941176470588,0.5753110674525214,0.7569620253164557,0.6,0.7574563871693867,0.505,0.35000000000000003,0.5055555555555555,0.1111111111111111,0,0,0
125,0.2644628099173554,0.0,0.5345661450924609,0.703030303030303,0.534471218206158,0.4386306707486779,0.6882352941176471,0.43876882776686316,0.5754430379746835,0.49142857142857144,0.5756893640967924,0.375,0.30000000000000004,0.3759259259259259,0.1111111111111111,0,0,0
128,0.6198347107438017,0.0,0.5083926031294452,0.703030303030303,0.5083668005354752,0.8129696632340663,0.8117647058823529,0.8130320890635233,0.6731645569620253,0.5771428571428572,0.6736072031513788,0.49000000000000005,0.2,0.4907407407407407,0.0,0,0,0
130,0.5702479338842975,0.44230769230769235,0.4483641536273115,0.7818181818181819,0.448293172690763,0.6874478151962148,0.5647058823529412,0.68762278978389,0.6562025316455696,0.64,0.6561620709060214,0.685,0.1,0.6851851851851852,0.0,0,1,0
131,0.02066115702479339,0.0,0.5223328591749644,0.7090909090909091,0.5222556894243642,0.714444753687726,0.4235294117647059,0.7144728225278324,0.4521518987341772,0.4514285714285714,0.4524479459763646,0.51,0.1,0.5092592592592592,0.1111111111111111,0,0,0
